Sno,Song ID,Song Name,Artist Name,Album Name,Release Date,Accousticness,Dancebility,Song Duration,Energy,Instrumentalness,Key,Liveliness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Popularity,Genre
1656,08iPRbc4DGuotMn6crC7dB,Insecurities,Damien,Insecurities,26-03-2021,0.51,0.753,193621,0.478,0,4,0.154,-10.81,0,0.154,90.291,4,0.372,53,chill
1657,6tlan2FHMyIKBRR62zxusZ,Coke & Henny Pt. 2,Pink Sweat$,Volume 2 EP,28-03-2019,0.6,0.807,157333,0.287,0,1,0.105,-9.852,0,0.0386,89.975,4,0.466,55,chill
1658,3aVGj0g3QKbbXn8uNBFZIH,aesthetic,Souly Had,aesthetic,15-04-2022,0.142,0.625,105214,0.456,0.000164,1,0.402,-10.624,0,0.0698,146.091,4,0.762,52,chill
1659,1ADffIiBVfqDSRb8LKE3pU,Both of Us,Idealism,Both of Us,14-09-2020,0.18,0.702,115763,0.517,0.939,11,0.148,-8.148,1,0.106,84.99,4,0.518,55,chill
1660,6oXgRfFIvzWe83K5la8oI9,Sitting In Fire,MASN,Sitting In Fire,04-12-2020,0.0146,0.558,147461,0.625,2.87E-05,7,0.328,-5.253,1,0.0359,171.934,4,0.293,58,chill
1661,6ppefZt5uQ62aHAfSa1Jx9,Dancing with my phone,HYBS,Making Steak,01-09-2022,0.439,0.834,203532,0.586,0.083,6,0.102,-8.278,1,0.0267,102.048,4,0.878,59,chill
1662,2DOdnZIgqRPq95tDc26Kgm,I Feel Good (feat. Rahmania Astrini),Pink Sweat$,I Feel Good (feat. Rahmania Astrini),10-10-2022,0.12,0.761,135849,0.745,1.10E-05,11,0.0551,-4.651,1,0.0457,106.02,4,0.7,32,chill
1663,2A9l1TsM78JQqQMYqAQEZe,Red Lights (feat. Wale),RINI,Constellations,08-10-2021,0.355,0.567,219686,0.666,3.90E-06,10,0.109,-4.907,0,0.0623,116.643,4,0.571,56,chill
1664,2RycgtfFQZOPgEGrzBGE0j,Getsomerest/sleepwell,"quickly, quickly","Quickly Quickly, Vol. 1",16-04-2017,0.605,0.637,332173,0.394,0.305,7,0.0968,-13.536,1,0.286,132.015,4,0.361,55,chill
1665,7qFhAfUbytgPIVz4TYb3hT,Do U Wrong (feat. Syd),Leven Kali,Leven Kali: Low Tide,10-05-2019,0.194,0.729,280266,0.458,7.57E-05,11,0.0961,-8.681,1,0.124,78.995,4,0.317,54,chill
1666,1V7Hrt7ek8rzl2tn29UgXi,Ambience,Nia Sultana,Bigger Dreams,02-06-2022,0.135,0.574,168038,0.541,0,0,0.0822,-8.473,0,0.351,79.869,4,0.816,54,chill
1667,0hHnuKAlRRLyG7bYg474B8,Deep Green,Christian Kuria,Deep Green,20-09-2022,0.0907,0.539,203181,0.635,0.000295,2,0.0874,-5.504,1,0.0252,87.98,4,0.461,55,chill
1668,1yphE6ezVglpIgEaeELyrd,This Christmas,Various Artists,Merry Christmas,14-10-2022,0.118,0.639,181365,0.656,2.76E-06,7,0.0841,-6.581,0,0.0421,93.129,4,0.382,0,chill
1669,001APMDOl3qtx1526T11n1,Better,Various Artists,New RnB,21-10-2022,0.316,0.613,176320,0.471,1.37E-06,1,0.117,-6.644,0,0.107,143.064,4,0.406,0,chill
1670,6ohzjop0VYBRZ12ichlwg5,Honey,Raveena,Honey,02-05-2018,0.428,0.804,272331,0.269,0.00362,1,0.0785,-14.967,1,0.0516,128.999,4,0.369,55,chill
1671,7AcGFRQPq3kNArX1RU3cPM,I Dont Wanna Know Her,Timmies,Passion & Confusion,21-09-2017,0.599,0.836,122204,0.287,0.00439,9,0.352,-14.701,0,0.342,109.934,3,0.358,58,chill
1672,6rIXjTkphb5RB5cXGz6CyX,Shy Dancer,Galimatias,Shy Dancer,20-11-2020,0.499,0.839,171707,0.475,0.0114,2,0.319,-8.456,1,0.19,123.013,4,0.667,51,chill
1673,3oe8DvAkbindovOqSdny5X,I Feel Good (feat. Bunga),Pink Sweat$,I Feel Good (feat. Bunga),10-10-2022,0.0766,0.792,135849,0.744,4.55E-05,11,0.0548,-4.744,1,0.0554,105.981,4,0.65,31,chill
1674,4eJHrA5Ujucbjs7ieKYOUQ,obsessed,thuy,girls like me don't cry,06-10-2022,0.118,0.804,185263,0.464,0.000507,0,0.17,-11.031,0,0.0397,114.005,4,0.613,51,chill
1675,5WPbkilyXspX1yiKAiR1oO,We Did Not Make Sense,Presence,We Did Not Make Sense,12-06-2020,0.0544,0.552,188541,0.418,0.45,2,0.0923,-4.587,1,0.0345,71.997,4,0.298,55,chill
1676,76bqpXdcQBtnQw6ByKQjvO,Withu,Blvk,Beat Batch #3,16-09-2017,0.853,0.741,104620,0.219,0.935,10,0.109,-11.878,0,0.0813,156.116,4,0.519,54,chill
1677,69FipCnQCCKgWk9NQGmsQT,I Feel Good,Various Artists,US Pop 20s,14-10-2022,0.0233,0.803,136058,0.75,3.87E-05,11,0.045,-4.67,1,0.0551,106,4,0.628,0,chill
1678,5mzoBYJM5WKAMQEOHpcgsx,Realla,TOKiMONSTA,Desiderium,23-09-2014,0.443,0.628,210448,0.602,0.0223,5,0.128,-8.45,1,0.051,129.95,4,0.237,54,chill
1679,384txiSqJA9XFLWWLRBhO7,At My Worst,Various Artists,Evergreen,14-10-2022,0.777,0.813,170344,0.415,0,0,0.131,-5.926,1,0.0349,91.921,4,0.667,0,chill
1680,4hQguvzuoDWY5SxE5Dhete,Midnight River,Various Artists,Give You Love - Cozy Hits,14-10-2022,0.777,0.497,184771,0.351,0,1,0.167,-9.048,0,0.0648,171.719,4,0.234,0,chill
1681,0fVFCYmtlOEEA67aS1kL2A,Nothing Feels Better,Various Artists,The Look - R&B Feels,21-10-2022,0.285,0.769,157779,0.395,0,2,0.0776,-7.71,1,0.0287,81.485,4,0.558,0,chill
1682,1KDn3bRyqCX4YimGrqsJ0C,I Feel Good,Various Artists,Running Songs,14-10-2022,0.0233,0.803,136058,0.75,3.87E-05,11,0.045,-4.67,1,0.0551,106,4,0.628,0,chill
1683,04afJKFNdIoRML4qG7U6t3,Tides,Sweeps,Tides,19-07-2022,0.0142,0.709,147644,0.466,0.637,8,0.0677,-7.749,0,0.0337,76.881,4,0.299,53,chill
1684,6s1AU3GCP1FWWtmADl4B2P,Midnight River,Various Artists,20's R'n'B,21-10-2022,0.777,0.497,184771,0.351,0,1,0.167,-9.048,0,0.0648,171.719,4,0.234,0,chill
1685,6qv373h9I1i2vP2FchCKMM,I Feel Good,Various Artists,Top Off Snap Hits,21-10-2022,0.0233,0.803,136058,0.75,3.87E-05,11,0.045,-4.67,1,0.0551,106,4,0.628,0,chill
1686,7dhVLJgzvOcfwfV3ellh9a,Real Thing,Various Artists,Low-Key Hits,14-10-2022,0.77,0.615,195368,0.322,3.39E-05,1,0.11,-10.408,1,0.0282,113.064,4,0.256,0,chill
1687,4l5cBYvi48EOqQWBDokoni,Heaven,Various Artists,Pop Unwind,21-10-2022,0.491,0.78,169748,0.389,0.00242,6,0.0699,-8.877,0,0.0776,121.919,3,0.188,0,chill
1688,0njcc3OUJ1Qqoxz9fyYctZ,I Feel Good,Various Artists,Feeling Good,14-10-2022,0.0233,0.803,136058,0.75,3.87E-05,11,0.045,-4.67,1,0.0551,106,4,0.628,0,chill
1689,1Lndp9kqlkMPcoaEx7rV4u,At My Worst,Various Artists,Good Enough - Easy Pop,14-10-2022,0.777,0.813,170344,0.415,0,0,0.131,-5.926,1,0.0349,91.921,4,0.667,0,chill
1690,1w4BFvbrpzVb3tjOkb1vbi,Peaceful Warrior,DaniSogen,The Gate to Serenity,03-10-2022,0.429,0.622,132000,0.236,0.766,4,0.383,-17.738,0,0.0262,100.012,4,0.16,56,chill
1691,3FwuOIr8dkrzdAOMUM6sOe,What a Pleasure,Beach Fossils,What a Pleasure,08-03-2011,0.000176,0.523,152684,0.938,0.929,2,0.32,-4.362,1,0.0652,152.009,4,0.877,55,chill
1692,1e2uzg2yWFPoYs0hKx65yE,Better,Various Artists,The Look - R&B Feels,21-10-2022,0.316,0.613,176320,0.471,1.37E-06,1,0.117,-6.644,0,0.107,143.064,4,0.406,0,chill
1693,1ALzDZBUiQtf9UmEYRKtMj,At My Worst,Various Artists,Summer Music Festival Hits,21-10-2022,0.777,0.813,170344,0.415,0,0,0.131,-5.926,1,0.0349,91.921,4,0.667,0,chill
1694,1G0MQtwUMcHju6dqMa6KYm,Nothing Feels Better,Various Artists,rainy day indie,14-10-2022,0.285,0.769,157779,0.395,0,2,0.0776,-7.71,1,0.0287,81.485,4,0.558,0,chill
1695,180dhbdNIGPGnRvl70ptqT,At My Worst,Various Artists,On Chill - Rap & RnB,21-10-2022,0.777,0.813,170344,0.415,0,0,0.131,-5.926,1,0.0349,91.921,4,0.667,0,chill
1696,3O4DdB07AoPwvy1fsIToiT,Forever Right Now,Conor Matthews,Forever Right Now,26-10-2018,0.139,0.753,141828,0.679,0,5,0.148,-4.792,1,0.0569,117.961,4,0.688,56,chill
1697,2o6OiybVQB5hJ8MMDPWbsx,I Feel Good,Various Artists,Happy Pop Vibes,21-10-2022,0.0233,0.803,136058,0.75,3.87E-05,11,0.045,-4.67,1,0.0551,106,4,0.628,4,chill
1698,0XCm6GKaDufW9S1LPNOUnI,Sunday Vibe,The BREED,Sunday Vibe,30-09-2022,0.279,0.67,100038,0.456,0.895,5,0.0984,-10.751,0,0.0673,80.974,4,0.589,55,chill
1699,37ahk4lY6MT9jibtVmvYAH,UNPREDICTABLE,DESTIN CONRAD,UNPREDICTABLE,05-04-2022,0.165,0.65,189920,0.45,2.98E-05,0,0.17,-8.635,0,0.176,133.671,4,0.301,55,chill
1700,1ynuDDHKN7P7fmJEljdCLd,Winter blossom,Dept,Spring in Winter,13-02-2021,0.443,0.501,168870,0.481,0,10,0.0899,-5.554,1,0.0959,93.044,4,0.446,60,chill
1701,4Uhty1kvytzqhwoLO2CVoi,Flight,Tristam,Flight,16-02-2013,0.0409,0.433,219428,0.758,2.64E-05,2,0.102,-5.736,1,0.662,87.402,4,0.22,57,chill
1702,1SPDWTBH7qcjbZ8zMRXlQ9,Let Me Know,Jimmy Brown,Let Me Know,06-10-2020,0.726,0.797,188666,0.39,0,2,0.144,-6.594,1,0.0303,97.944,4,0.536,60,chill
1703,12IQYkecuPvmrDAxEY5J8g,Midnight Snack,Various Artists,2 Am. Study Session,31-03-2020,0.615,0.763,188010,0.236,0.845,9,0.082,-11.516,0,0.0568,119.989,4,0.273,54,chill
1704,6UmpOofvtwr2RosrFxQ430,Weed Wit U,Vluestar,Weed Wit U,26-06-2020,0.977,0.481,121951,0.335,0.000142,7,0.18,-17.999,0,0.223,78.721,4,0.514,57,chill
1705,5imUsSGjd1ok68w4HXh1My,feel the same,The Millennial Club,summer nights,20-11-2020,0.602,0.792,131866,0.659,7.06E-05,9,0.0543,-5.796,1,0.102,102.985,4,0.621,58,chill
1706,5FFUDCkMjxuK6XQZNumN55,Love Me Like (feat. DUCKWRTH),Rayana Jay,Love Me Like,22-03-2019,0.731,0.874,164746,0.558,0.000638,5,0.106,-9.814,0,0.225,118.021,4,0.451,56,chill
1707,409qeWve1NEa9hkbrTjaUo,Tyler,Yxngxr1,Tyler,13-01-2019,0.282,0.908,126544,0.567,0,1,0.119,-8.192,1,0.148,97.99,4,0.723,55,chill
1708,4lKSHi12cKgQlXwkrPHQ6s,Wide Awake (feat. Charlie Houston),ODESZA,Wide Awake (feat. Charlie Houston),08-06-2022,0.17,0.615,215039,0.886,0.0482,6,0.13,-5.443,0,0.042,124.983,4,0.0715,53,chill
1709,1hpQz11uUgcurG85VGVvy3,Nonsequitur Segues,Various Artists,A Decade Deeper,17-11-2018,0.82,0.871,196472,0.725,0.929,0,0.148,-8.814,0,0.129,117.042,4,0.967,49,chill
1710,7KIM8PBwYO69LTZnQ04Nfp,The Way I Am,Gavin Haley,Long Game,18-10-2019,0.772,0.533,178143,0.5,0,7,0.112,-8.273,1,0.0481,99.77,4,0.14,61,chill
1711,69HzCwBpJw1oP53cJtKRUz,Jesus Freak Lighter,Blood Orange,Four Songs,16-09-2022,0.202,0.641,152373,0.917,0.84,1,0.17,-9.749,1,0.0347,113.401,4,0.14,53,chill
1712,0VdGCLMuvGP8Q7ceTHmMyy,COMING THRU,Jamilah Barry,COMING THRU,21-05-2021,0.523,0.538,133500,0.646,1.69E-05,2,0.113,-4.995,1,0.323,160.222,4,0.452,55,chill
1713,5Y1JDF28qQDml25pVadnzb,Frame of Mind,Tristam,Frame of Mind,25-04-2014,0.0424,0.435,274285,0.725,3.89E-06,1,0.105,-6.969,1,0.0609,174.989,4,0.397,58,chill
1714,2CwE41FCKT4rr8WmBsOrFr,Thank You,JUNNY,Thank You,21-12-2018,0.0119,0.876,180047,0.473,0,2,0.0806,-8.44,1,0.107,127.933,4,0.189,58,chill
1715,5ybZNG4saSghgCiTP2GUKe,omomo punk,Warren Hue,omomo punk,30-03-2021,0.134,0.575,193106,0.701,0,11,0.139,-8.448,0,0.0514,173.972,4,0.324,52,chill
1716,1N4WFXhgmkrTRxK0X7R90u,Hunnids,Sainte,Local Mvp,06-01-2021,0.79,0.776,166000,0.464,0.000521,8,0.109,-11.044,0,0.0553,129.07,4,0.52,62,chill
1717,1v6fPU147jYPMZXUFMEvMF,Hugging You (Quietly),Jazzinuf,Harlem Barber Swing 2,26-06-2019,0.886,0.773,117000,0.479,0.913,6,0.12,-11.445,1,0.0891,80.002,3,0.496,54,chill
1718,3fZ31KU4L6HjkiFBVH7rz9,Hurt U,Devin Kennedy,SunDayDreams,19-08-2021,0.573,0.678,172493,0.558,0,2,0.105,-8.235,1,0.0526,147.98,4,0.574,59,chill
1719,2XyNLoEWc4IDt9OVzXZUXl,It’s Only (feat. Zyra) - ODESZA VIP Remix,ODESZA,A Moment Apart (Deluxe Edition),30-11-2018,2.58E-05,0.596,240440,0.882,0.457,2,0.0421,-5.279,1,0.0296,119.999,4,0.109,52,chill
1720,40ZUYrNTx4WAWN39VkrCOW,Stay Tru,Mereba,The Jungle Is The Only Way Out,27-02-2019,0.862,0.524,237853,0.364,8.25E-05,4,0.117,-11.715,1,0.082,150.077,4,0.339,55,chill
1721,6uTFRlLA96Anvye2KffDqy,Sad Bitch Bad Bitch,iyla,Sad Bitch Bad Bitch,01-04-2022,0.39,0.722,174005,0.476,0,1,0.102,-4.974,0,0.0342,129.96,4,0.291,55,chill
1722,1DxwqrcPH0ixUnyoQcgbQU,Note to Self,Mariah the Scientist,MASTER,23-08-2019,0.229,0.517,126026,0.442,0,10,0.168,-9.175,0,0.0398,138.75,4,0.287,51,chill
1723,6acBIiTtlfNblQvEcZLLE1,Don't Stop,ODESZA,Summer's Gone,05-09-2012,0.0894,0.415,168000,0.786,5.14E-05,10,0.19,-3.731,1,0.054,80.027,4,0.0395,50,chill
1724,3WJr7eUk9Kr1JaJ9tOsN5P,Under Your Skin,BluntOne,Cloud Surfing,02-03-2020,0.757,0.38,145519,0.173,0.802,2,0.117,-13.952,0,0.0314,107.829,4,0.527,54,chill
1725,2H1kS1ZOSTTPAFYUKjRiGo,Innocent,Gervs,Settle Down,10-01-2020,0.64,0.644,234875,0.414,0,1,0.11,-6.723,1,0.0419,132.117,4,0.273,51,chill
1726,67OZSzWvhMgLzUwYOpt3eY,Call Me,Rangga Jones,Call Me,11-03-2022,0.195,0.708,172500,0.36,0,4,0.384,-8.882,0,0.142,80.072,4,0.349,62,chill
1727,0rQV8yyM0fjQmZjlJnIR7Y,Lost In Between,yaeow,Lost In Between,26-02-2021,0.8,0.628,124500,0.329,0.0855,9,0.256,-13.577,1,0.104,79.976,4,0.407,57,chill
1728,45QSYGhKfviLSOJhos9lP9,sorry,UMI,Forest in the City,26-05-2022,0.624,0.388,220199,0.438,0.00155,4,0.113,-12.215,1,0.137,89.935,4,0.0527,53,chill
1729,6DWGAoRPr5AIkUtqa347hK,Lost,JazzyCal,Healing,12-09-2022,0.81,0.619,193232,0.103,0.866,0,0.16,-21.53,1,0.0382,120.007,4,0.0797,52,chill
1730,78ipAAYJBIkIPpnVtPHqWi,i tried everything (feat. Kailee Morgue & Zaini),Foster,i tried everything (feat. Kailee Morgue & Zaini),11-02-2022,0.557,0.731,158260,0.593,0,10,0.168,-7.953,0,0.279,137.793,4,0.713,54,chill
1731,7zlGyAsvNMOdhTU068f79f,Please Come Back,Teqkoi,Please Come Back,20-03-2018,0.51,0.737,121521,0.241,0.00572,9,0.108,-16.034,0,0.0882,100,4,0.345,55,chill
1732,6rCuplMDiFQVSca77OQocz,All My Girls Like To Fight,Hope Tala,All My Girls Like To Fight,25-09-2020,0.258,0.853,232712,0.698,0.0127,4,0.193,-4.187,0,0.0447,122.009,4,0.531,55,chill
1733,2n6Klx7OcGsbnw68G4TI4T,what i'm giving you,Sweeps,public access radio,01-10-2019,0.308,0.641,116625,0.776,0.674,2,0.403,-8.203,1,0.11,95.042,4,0.613,51,chill
1734,4HrUDgx9kHWuIeNCwbPxey,I'll Keep You Safe,Sarah Meow,Safe.,10-06-2019,0.922,0.758,116881,0.206,0.00518,7,0.177,-16.333,1,0.112,115.008,4,0.389,59,chill
1735,6eGMwVVABqVTe9bWRIm498,reflection eternal,Nujabes,Modal Soul,11-11-2005,0.429,0.842,257893,0.464,0.789,2,0.0978,-12.628,1,0.0418,93.966,4,0.771,55,chill
1736,4EZ2C0321dYtzKD0zEfsUy,Necessary Evil,Unknown Mortal Orchestra,Multi-Love,26-05-2015,0.045,0.828,317800,0.724,0.0606,9,0.132,-7.217,1,0.113,96.2,4,0.695,56,chill
1737,4dphZi2G4KizVeWWbPMzHZ,Deep Swim,Windows 96,Enchanted Instrumentals and Whispers,20-05-2019,0.321,0.596,256188,0.532,0.771,1,0.262,-10.593,1,0.0592,61.019,4,0.368,51,chill
1738,230SHXjjyWkT7Zorx6hsiy,New Theory,Washed Out,Life of Leisure,08-09-2009,0.0505,0.549,168680,0.865,0.189,7,0.147,-1.827,1,0.0523,100.511,4,0.355,53,chill
1739,2MInARet3l1tHXhOnILjbI,Night Coffee,S N U G,Moonglow,25-09-2020,0.956,0.646,153600,0.0855,0.887,4,0.125,-21.562,0,0.0286,74.972,4,0.143,54,chill
1740,4HQYvC3uJxW3KDGxMln19H,The First Time,Elliott Trent,The Gentlemen's Club,19-05-2017,0.594,0.691,240091,0.381,0,2,0.109,-13.269,0,0.235,109.918,4,0.364,52,chill
1741,6F428UUtHqMwxwOtDajrDZ,If You Let Me,Sinéad Harnett,Lessons in Love,20-09-2019,0.271,0.466,232490,0.48,1.89E-06,5,0.261,-6.005,0,0.0714,99.055,4,0.329,55,chill
1742,7b4ajXYisnMOOnl5J8U2lo,Raincoat (feat. Chloe Ho),Kieron Lee,Raincoat (feat. Chloe Ho),25-01-2019,0.298,0.752,177517,0.602,0.000581,0,0.0851,-8.268,1,0.0315,144.967,4,0.399,55,chill
1743,3XHxCEoLRZsG7CuykTRF5K,bossa uh,potsu,ivy league,23-02-2019,0.476,0.507,210057,0.355,0.00493,7,0.0949,-12.963,1,0.0901,160,4,0.16,52,chill
1744,2czm98EWdtLqvyVtp1tmhC,sunrise,mt. fujitive,honshu island,15-06-2017,0.933,0.689,102256,0.0655,0.928,7,0.1,-17.919,1,0.0554,66.879,3,0.0649,54,chill
1745,52UDFFwUueOBfJ2vB5BqRr,Hate Everything,GSoul,Hate Everything,11-12-2019,0.858,0.474,205773,0.229,0,10,0.11,-9.47,1,0.0329,118.827,4,0.289,62,chill
1746,77Uo6nqkmG5eFLgTuQcZIV,Being in Love with U,Tomppabeats,Harbor,06-05-2016,0.848,0.629,49548,0.334,0.143,2,0.106,-9.781,1,0.424,81.953,3,0.617,47,chill
1747,1sotD6Cn8aOtUsL0bd5HTJ,Never Mess With Sunday,Various Artists,Ninja Tune XX (Volume 2),20-09-2010,0.00807,0.52,196000,0.561,0.485,5,0.142,-7.95,1,0.0255,92.999,4,0.421,54,chill
1748,5xQJZsPXVA0PDU9FmEzZXu,Thinking of You,Oatmello,Simple Things,31-07-2021,0.944,0.715,141739,0.491,0.932,2,0.112,-16.254,1,0.0604,138.073,4,0.0869,55,chill
1749,4xU4wWPzUNlQgTfaKCcheW,You Are Loving,Timmies,Passion & Confusion,21-09-2017,0.874,0.814,100812,0.333,3.54E-06,6,0.615,-11.56,0,0.189,99.994,4,0.387,57,chill
1750,51V7IK66jWw2AB3UZ18zxh,All I Need,Verzache,All I Need,29-01-2021,0.212,0.663,203750,0.786,1.96E-06,9,0.0957,-5.325,1,0.0353,145.977,4,0.319,51,chill
1751,4iD4tYNuSVN7Da9g8Epp8t,South,Galimatias,South,26-04-2018,0.643,0.705,215526,0.333,0.0255,0,0.108,-11.114,0,0.0577,75.99,4,0.443,52,chill
1752,65tHfVat89WdgeWoHaPUXU,One Friend,Elliott Trent,Into the Night,10-07-2020,0.634,0.682,153027,0.491,0,2,0.124,-8.095,0,0.0431,139.844,4,0.324,57,chill
1753,3JeT6Xcv6MlEHHylk8SKQ1,lovers’ carvings,Bibio,Ambivalence Avenue,22-06-2009,0.68,0.558,238640,0.47,0.914,7,0.532,-5.5,1,0.0316,118.06,4,0.427,55,chill
1754,4LfoYkTuIPgJ2RlNkN5P5C,EX - Remix,Kiana Ledé,EX (Remix),08-03-2019,0.326,0.775,196133,0.537,0,0,0.0792,-6.978,1,0.141,73.484,4,0.403,54,chill
1755,6bqdzSnOYEhGkcaNXwxzA9,playing tricks,thuy,girls like me don't cry,06-10-2022,0.638,0.67,184257,0.412,1.75E-05,4,0.0678,-8.213,0,0.0779,130.005,3,0.281,52,chill
1756,5uTjNzGKCQ50synrf9dWmT,Ritual Union,Little Dragon,Ritual Union,25-07-2011,0.0381,0.7,210266,0.738,0.00527,1,0.22,-4.398,1,0.0324,144.035,4,0.796,59,chill
1757,6vmPUsrVk873GWkJwygHKD,nagashi,Idealism,rainy evening,30-08-2017,0.862,0.726,109948,0.357,0.915,10,0.134,-8.727,1,0.044,85.046,4,0.644,54,chill
1758,7spvDU7GtiuZpe1FzDiGif,Body Ain't Me,Pink Sweat$,Volume 2 EP,28-03-2019,0.899,0.576,162260,0.173,0,11,0.108,-11.239,0,0.0392,124.973,4,0.354,54,chill
1759,30ae9cv36eD4Q6Zc8PVF8v,Leave It On The Dancefloor,Hope Tala,Leave It On The Dancefloor,26-08-2022,0.255,0.699,175016,0.902,0.171,11,0.103,-5.015,1,0.0428,106.014,4,0.911,56,chill
1760,06d4rPAlFzb2Outp9ZAmyu,Cloud Bossa,Jazzinuf,Cloud Bossa,27-07-2022,0.178,0.732,156000,0.373,0.885,6,0.108,-14.174,0,0.0541,79.998,4,0.862,52,chill
1761,3jIUcNxBowyf8clrQ9bPIy,West Coast,Alt Bloom,Astronaut Complex,12-06-2020,0.234,0.706,167506,0.602,3.78E-05,7,0.0874,-5.701,1,0.286,78.984,4,0.732,50,chill
1762,7dCSqTnarqs3EF7iDRVRW9,Across the Room,Public Library Commute,Across the Room,05-11-2021,0.0962,0.826,180731,0.709,0.000646,0,0.397,-6.597,1,0.0369,117.028,4,0.956,53,chill
1763,3wO7lEbQYuxxEXmwfk335E,Way to be Loved,TOPS,Picture You Staring,02-09-2014,0.608,0.582,263396,0.515,0.000641,11,0.0931,-9.283,0,0.0578,115.732,4,0.603,54,chill
1764,1w0xrKoe3aJlkLf6SDq9CN,Pretty Thoughts,Galimatias,Drift,21-01-2015,0.178,0.409,211801,0.485,2.22E-06,9,0.193,-8.774,1,0.102,59.05,4,0.119,49,chill
1765,2OdbtJsj3h2u3gbXi0RA9n,Is It Too Late for Me,Beowülf,Is It Too Late for Me,02-01-2018,0.856,0.861,117263,0.305,0.286,1,0.172,-19.138,1,0.155,113.982,4,0.917,54,chill
1766,2cPFYT8hXwqKz7h3phCaR4,Blossom Samurai,Tomppabeats,Harbor,06-05-2016,0.00188,0.627,61928,0.859,0.753,2,0.131,-6.722,0,0.0573,186.061,4,0.925,47,chill
1767,6dQ4nj3aDaw7WWlI7Rbj34,AURA (feat. pH-1) (Prod. GXXD),JUNNY,AURA (feat. pH-1),01-02-2020,0.125,0.42,206640,0.841,0,2,0.312,-4.547,1,0.274,83.289,4,0.453,55,chill
1768,5V1ohWM2iv4w8TUfA1LZGa,Are you even real,LRN Slime,Beautiful Angel,26-06-2020,0.627,0.785,157988,0.287,0.0698,1,0.085,-14.942,1,0.0597,114.003,4,0.244,58,chill
1769,4CnwktWyYuXEtxbMIbJtXP,far away from here,yaeow,my first songs,22-05-2020,0.892,0.663,132800,0.236,0.302,10,0.0788,-15.844,0,0.0507,74.97,4,0.236,57,chill
1770,5tHWgoCChShsl9BJDkZDcQ,trust (feat. RINI),thuy,girls like me don't cry,06-10-2022,0.13,0.762,197557,0.556,0,0,0.081,-7.144,0,0.0406,95.025,4,0.649,52,chill
1771,5aA0xSImWgFb92UoWNrbYu,message in a bottle,chief.,Time Remembered,27-10-2020,0.525,0.607,122478,0.168,0.908,7,0.255,-16.634,0,0.0584,82.463,4,0.578,53,chill
1772,5NFr84NNaAHt5B4zK9Vouh,Catch Me,Damien,Catch Me,20-11-2020,0.585,0.804,138475,0.533,0,0,0.153,-8.916,0,0.38,119.884,4,0.345,51,chill
1773,39FexuVmNT8zcnB1DoscSn,Flying :)),Tom Odell,Flying :)),15-07-2022,0.965,0.511,179157,0.148,0.0388,6,0.112,-15.064,1,0.0316,133.71,4,0.299,65,chill
1774,2dx4NA5EVXaYFlYqlFK3as,Feel Like,Verzache,Feel Like,14-10-2022,0.0488,0.595,170958,0.831,0.24,7,0.189,-6.912,1,0.0411,146.005,4,0.285,48,chill
1775,40YMzcyGkpqFiSUNktyHCP,Meant to Be,Skinny Atlas,Meant to Be,23-07-2020,0.382,0.789,110163,0.659,0.0392,0,0.252,-5.305,1,0.0406,91.508,3,0.603,54,chill
1776,2G3l5uYzMqVAgEjcF8XtRj,Hypnotized,Weston Estate,Hypnotized,23-08-2019,0.242,0.636,209250,0.419,2.50E-06,7,0.0918,-6.462,1,0.0542,159.848,4,0.175,51,chill
1777,6ncNLU982iaD9WFb2gTwKd,Darling,Esbe,Bloomsday,11-12-2015,0.0938,0.72,189090,0.681,0.0161,0,0.109,-8.962,1,0.0469,99.002,4,0.424,57,chill
1778,0cYGoCI1LkAvqGfrSKOudJ,Good Mistake,Mr Little Jeans,Pocketknife,01-01-2014,0.00892,0.685,256453,0.629,0.515,11,0.0913,-6.437,0,0.0455,110.633,4,0.92,49,chill
1779,5t7VNXoXW1CYjSZNO1jziH,Maple Syrup Tears,Huron John,Apocalypse Wow,22-04-2020,0.379,0.7,193401,0.654,0.000194,4,0.293,-5.026,1,0.0284,113.004,4,0.594,51,chill
1780,4ZXIWSHrJT3yL6IrLPWPM5,I'll Haunt You,Tennis,Swimmer,14-02-2020,0.729,0.51,152392,0.268,0.00079,4,0.122,-11.122,1,0.0319,72.481,4,0.139,50,chill
1781,13z7RLPmgupzRwQY9NiTZU,Cherries,Hope Tala,Girl Eats Sun,13-11-2020,0.0192,0.795,183769,0.693,0.00125,10,0.0719,-6.737,0,0.0982,89.951,4,0.772,54,chill
1782,5dTiWDCLrInxfUwhLQZ5Em,Chill Day,LAKEY INSPIRED,Chill Day,27-03-2017,0.0854,0.722,186070,0.386,0.943,11,0.0973,-7.658,0,0.0541,160.003,4,0.385,55,chill
1783,6472TSRvXlqcmg3iSh4GEi,nostalgia,JUNNY,nostalgia,27-12-2021,0.0228,0.536,196866,0.758,0,9,0.19,-6.439,1,0.12,180.06,4,0.457,58,chill
1784,0jDYc3XRkTaEi5zycl5E1G,i wish it would never stop snowing,Various Artists,Chillhop Essentials Spring 2019,20-03-2019,0.0372,0.803,196500,0.165,0.832,4,0.0927,-14.07,1,0.0492,126.952,4,0.419,53,chill
