Accousticness,Album Name,Artist Name,Dancebility,Energy,Genre,Instrumentalness,Key,Liveliness,Loudness,Mode,Popularity,Release Date,Sno,Song Duration,Song ID,Song Name,Speechiness,Tempo,Time Signature,Valence,Happy_score
0.378,I Can't Tell You How Much It Hurts,moow,0.85,0.128,sad,0.741,0,0.121,-11.325,1,55,27-01-2017,16578,83150,0Gkzq903rIjWUYOanN8QMa,Bad Mood,0.0452,140.03,4,0.172,0.0010222991322598185
0.119,HOW YOU DOIN?,DIRTYXAN,0.89,0.456,sad,2.2e-06,8,0.159,-7.57,1,53,26-11-2021,16579,104150,4w5W4KpJfgi7467R8autpe,HOW YOU DOIN?,0.121,105.979,4,0.626,0.0005850257601516251
0.000691,siix,LIL DUSTY G,0.744,0.427,sad,0.0,11,0.111,-10.181,0,51,30-08-2019,16580,105193,2pI83YqVDa7NrvvSSVrlf6,BONNIE,0.0826,140.092,4,0.354,0.002767118113333411
0.119,THEY DON'T KNOW,Dro Kenji,0.722,0.719,sad,0.0,7,0.13,-6.548,1,52,06-05-2022,16581,103783,3ydusC725etWQ7QlAjmIi4,THEY DON'T KNOW,0.0422,92.586,4,0.147,0.0762266827050363
0.242,Enjoy It (feat. Einer Bankz),Fresco Trey,0.731,0.479,sad,0.0,9,0.143,-6.438,1,51,22-07-2022,16582,127346,5lPt6icrFJA6eKvxE5EBkj,Enjoy It (feat. Einer Bankz),0.0464,97.997,4,0.755,0.0008044912212001876
0.216,Naruto Theme Song Freestyle,Khantrast,0.844,0.891,sad,0.0,2,0.163,-2.161,1,51,10-02-2021,16583,144308,1vpSPUyWEzmX8doyYdJ2TH,Naruto Theme Song Freestyle,0.302,126.98,4,0.591,0.19954491157943222
0.624,love hurts,8percent,0.794,0.373,sad,0.136,1,0.303,-17.184,0,51,03-08-2019,16584,173577,1EnLabdcIjE7xrF5gIrv7G,love hurts,0.359,110.067,4,0.434,0.00010657443644335185
0.423,Life Without Heartbreak,Lil Loski,0.594,0.602,sad,0.0,3,0.69,-6.164,1,52,12-02-2019,16585,205494,3RdmWoYUTzbhMjqxsu4V9Y,No Worries,0.261,158.961,4,0.253,0.038016588776602855
0.138,Trauma Factory,"nothing,nowhere.",0.491,0.754,sad,0.0,6,0.32,-5.945,1,54,19-02-2021,16586,139499,2UC1rHuoaeVQY58WOxQoxf,love or chemistry,0.0572,164.948,4,0.541,0.5460632146964424
0.8,osho,Nohidea,0.605,0.396,sad,0.872,5,0.141,-11.301,0,55,04-02-2017,16587,139684,3gV0E3N4uOcoNsbxLkGWkp,"sincerely, yours",0.0509,80.957,4,0.622,0.009119695326364918
0.112,dispøsed,cøzybøy,0.6,0.537,sad,8.19e-05,5,0.109,-9.81,0,53,12-09-2018,16588,181894,4MUDfWDyMDUJ8Qhe855G7D,what did yøu think i meant when i said i løve yøu,0.0258,94.992,4,0.446,0.007458601362903883
0.948,Interstellar,Kuzu Mellow,0.604,0.417,sad,0.00315,5,0.105,-11.084,1,49,21-03-2018,16589,119745,2qJbmhhVfMQ2aqzTFsAOO3,Interstellar,0.328,73.341,4,0.632,3.112227117385569e-05
0.31,"I'm Sorry, I'm Trying","nothing,nowhere.",0.615,0.521,sad,1.6e-06,2,0.0978,-8.849,1,53,01-04-2016,16590,204964,2rzzlMrfwWdmJnSilwRqBM,"I'm Sorry, I'm Trying",0.0483,139.438,4,0.182,0.004697418042603929
0.165,Hot & Cold,Lil Rae,0.757,0.512,sad,0.000399,7,0.0938,-10.334,0,59,22-03-2019,16591,145095,2AT6k2cr1WuZRU4mkqt9yk,Pick Me Up Then Let Me Fall,0.0663,150.931,4,0.523,0.0031433809644199062
0.265,Love Hound,Shady Moon,0.869,0.422,sad,0.0,0,0.277,-12.877,1,51,09-12-2021,16592,122058,3pemeQX6c7SlQ5UYVmNgUT,Love Hound,0.313,110.021,4,0.48,0.0002647668868355213
0.936,the moon knows all my secrets,LRN Slime,0.432,0.171,sad,0.000234,0,0.209,-13.409,1,54,20-08-2021,16593,128783,0DFuBcls54URFIpnTXtDaJ,steal my love,0.105,172.624,5,0.539,1.982011102297232e-05
0.176,Mindurmanners,Powfu,0.732,0.677,sad,0.0,10,0.116,-4.964,1,51,13-09-2019,16594,143500,3mkPGR4NklNB3Y77c3mrOS,Mindurmanners,0.0418,150.067,4,0.57,0.038769085738109665
0.732,Leaving (feat. the bootleg boy & Heroe),Rxseboy,0.758,0.545,sad,0.0,0,0.122,-7.855,1,52,17-12-2021,16595,136153,21txIUpB3w1dBeixm5X4DL,Leaving (feat. the bootleg boy & Heroe),0.135,119.935,4,0.271,0.00023999744220493113
0.707,don't fall asleep yet,Powfu,0.733,0.402,sad,0.0,9,0.111,-8.774,1,52,05-02-2020,16596,146666,7sQhhSlMui3JOZ4s2j4IjM,don't fall asleep yet,0.0337,108.005,4,0.15,7.264717628274742e-05
0.111,Lavagirl,ilyTOMMY,0.546,0.528,sad,1.08e-05,0,0.254,-7.12,0,50,15-01-2019,16597,142312,7bDj6Ar84jUrrSCwJFj3gx,Lavagirl,0.0689,125.0,4,0.259,0.025140480893758088
0.195,E45,Letoa,0.853,0.578,sad,0.0132,2,0.118,-10.022,1,55,27-04-2021,16598,131282,0wxdgQkV0GObfCxrH49eKZ,E45,0.0922,117.024,4,0.349,0.003412629065053574
0.635,Losing Interest (Remix),Stract,0.963,0.417,sad,0.00686,10,0.275,-15.525,0,57,07-09-2019,16599,270260,31Ep5JVlhdyLe5aj06alAp,Losing Interest - Remix,0.182,114.968,4,0.711,3.428346451905817e-05
0.515,IPAs,30,0.537,0.953,sad,1.4e-06,7,0.299,-4.261,1,49,03-07-2020,16600,158823,5tJ0q8DF97x8E7H5iYpQN8,IPAs,0.262,85.111,4,0.437,0.3424853016459469
0.0518,Crush,MASN,0.497,0.836,sad,2.44e-06,9,0.192,-6.41,1,55,09-09-2022,16601,160666,4xG1egDLS0WxscEhf7eSL1,Crush,0.0962,173.94,4,0.542,0.8380785198403464
0.689,Forever,Tommy Ice,0.796,0.495,sad,0.0,8,0.107,-9.895,0,54,25-09-2019,16602,160114,6PAr1wwpxJQhHn2c6wKN4O,Forever,0.251,120.001,4,0.506,9.183397115086755e-05
0.228,At Least I Tried,Ryan Caraveo,0.691,0.649,sad,0.000369,6,0.0869,-7.486,1,51,12-02-2018,16603,184592,1bV0Yu3Hm7RhHUKB6ATnlq,Corner of the World,0.336,160.059,4,0.284,0.028009942544220956
0.772,I’ll Keep You Safe,Vluestar,0.701,0.335,sad,3.62e-06,1,0.135,-11.377,1,55,12-03-2021,16604,73557,6elDvgK5qSrVcSf8dAkzGf,Reminiscing,0.598,84.35,4,0.28,2.6205816258895176e-05
0.324,big talk,Marco Luka,0.901,0.379,sad,0.0,5,0.158,-8.861,0,51,05-02-2021,16605,122212,4lghbrxf9haQUp6BuRjAEq,big talk,0.229,126.974,4,0.627,9.96231727453667e-05
0.559,some boring love stories pt 5,Powfu,0.684,0.457,sad,0.0,0,0.189,-7.248,1,51,20-11-2020,16606,188800,2vjzbykgEw97mF7kxfL8cW,no promises (feat. Scapegoat),0.0491,75.018,4,0.46,0.00018114476349040398
0.257,STROBE LIGHTS,30,0.621,0.758,sad,0.0,1,0.391,-5.804,0,50,15-01-2021,16607,153882,5YSu5bnAHeB7pn43F9wdbm,STROBE LIGHTS,0.0866,84.907,4,0.768,0.07285073016843802
0.805,Sad Tape,VAL,0.776,0.0956,sad,0.000239,6,0.352,-20.769,0,55,10-08-2018,16608,151586,6k2lncPAlexjCzZbsLG1Cn,Something Isn't Right With Us,0.0861,89.949,4,0.309,5.698680731303085e-06
0.16,Don't Tell Me,Connor Price,0.598,0.464,sad,0.0,10,0.0978,-11.27,0,51,17-12-2021,16609,177620,2Nup8oYRzBaqtPSU9qnkls,Don't Tell Me,0.0713,113.815,4,0.264,0.003094181186087175
0.455,Lost in Love,SHRK,0.721,0.239,sad,0.658,7,0.283,-21.909,1,54,30-05-2018,16610,131289,2lp8pNSPQawnZRjOd8d17K,A Love Letter to You,0.0805,115.088,4,0.217,0.0020994789456044716
0.0063,all i can see,guardin,0.514,0.834,sad,1.14e-06,2,0.214,-5.023,1,51,16-04-2021,16611,187547,05gHCcq775XVNxryDxaiqs,all i can see,0.0376,160.023,4,0.275,0.8985582157981259
0.328,At Least I Tried,Ryan Caraveo,0.748,0.528,sad,0.0,6,0.131,-8.885,0,51,12-02-2018,16612,164309,52jr0ePgV2yuwsJfsDzqqH,Bubbles,0.0545,75.993,4,0.446,0.0008152306778820284
0.131,Thbk.,Papithbk,0.75,0.658,sad,0.0,0,0.105,-7.662,1,51,24-10-2018,16613,137613,6HsGJDH7HRV8P6FMULb7nk,Lonely Nights,0.514,99.786,4,0.407,0.012766392191553733
0.114,STEP BACK (FEAT. MIKE DIMES),Dro Kenji,0.845,0.472,sad,0.0,2,0.147,-10.111,1,50,25-08-2022,16614,176692,0dfog8Q1piu4YEa044PPpC,STEP BACK (FEAT. MIKE DIMES),0.269,125.008,4,0.209,0.0014831927266757416
0.242,Clear Skies,Khantrast,0.597,0.7,sad,0.0,5,0.101,-9.284,0,52,23-07-2022,16615,181413,2sHcAZQ1PxE5AqCzdrvQxu,Clear Skies,0.0615,160.432,4,0.478,0.08135628752441704
0.757,tell me your feelings and i won't tell you mine,Powfu,0.609,0.394,sad,0.00034,0,0.127,-10.142,1,52,08-10-2021,16616,224825,55swcR1hqOlJ45RNoamfDH,soda stream sky (feat. KNOWN),0.209,172.031,4,0.191,0.00014836856459532477
0.13,Talk Tough,Dustystaytrue,0.677,0.731,sad,1.58e-05,1,0.163,-6.348,0,57,19-11-2020,16617,177366,4HlwrvZ1Onf2Vh8PJtIvtE,Talk Tough,0.139,155.101,4,0.613,0.1323838478646997
0.737,Somebody Else,ilyTOMMY,0.699,0.355,sad,4.09e-06,1,0.245,-13.659,0,51,24-12-2018,16618,161776,21dEmra5kv0n1uPkPaazVg,Somebody Else,0.244,92.095,4,0.188,5.105630190638255e-05
0.737,I'm Drunk And Confused,sagun,0.706,0.21,sad,0.817,1,0.0938,-21.867,0,54,19-10-2017,16619,156000,1RyqyDFFz4pInsbaNvyIXr,I'm Drunk And Confused,0.0604,139.888,4,0.246,0.0011730376389588182
0.174,FRIDAY,916frosty,0.406,0.687,sad,0.0,10,0.512,-7.062,0,53,10-10-2018,16620,292594,3pCPizvPEszfq4HDyzrQXh,FRIDAY,0.254,92.009,4,0.446,0.22210642535007574
0.00935,"die sometime, it's good for u",44phantom,0.615,0.624,sad,0.0,10,0.15,-5.927,1,54,09-07-2021,16621,145626,7o6FydJ4BiJCVfEQvjFvKG,freak,0.0363,159.943,4,0.752,0.08395458417569668
0.981,Sad Boy in Skirt,boy in skirt,0.684,0.0892,sad,0.951,1,0.261,-19.013,0,57,06-01-2021,16622,142267,6uLot4eub7nbh81AHS05MF,Tell Me Why I'm Waiting - Slowed,0.0609,112.674,4,0.223,0.0003508532365907868
0.234,POISON.,Kill Dyll,0.726,0.739,sad,5e-06,8,0.115,-9.875,1,53,05-08-2022,16623,179368,6eKkgJLyWF6bYK3tvaYzCo,POISON.,0.531,95.011,4,0.164,0.029840626097918044
0.258,To The Moon,Damien,0.783,0.401,sad,0.0,9,0.13,-10.861,0,49,09-04-2021,16624,165034,4WS8zqMLmhS4uvj0DtW1RL,To The Moon,0.135,93.898,4,0.254,0.0002987868123733861
0.622,i lost her.,unknxwn.,0.631,0.479,sad,0.0,1,0.116,-8.171,1,52,11-10-2019,16625,174102,39m4cEWrwgAM4KtQv8x6Eb,i lost her.,0.0305,89.974,4,0.526,0.0002161697823923614
0.05,Solitary,guardin,0.566,0.774,sad,0.0,3,0.167,-4.665,1,50,08-02-2019,16626,222543,7oiTOiLalvz8tpq6onO1wR,Solitary,0.0293,86.964,4,0.357,0.34878077684748376
0.948,Brighter Days,Jomie,0.617,0.412,sad,0.0,7,0.101,-8.447,1,50,13-11-2019,16627,164414,06NfzaCnz9aE1mDR07eQjd,Brighter Days,0.0443,94.992,4,0.703,3.1164783558246256e-05
0.163,Broken,Lund,0.76,0.538,sad,7.76e-06,0,0.1,-3.54,1,51,17-07-2020,16628,207080,14ca1ksf8GSu1RgeJaFZDF,Broken (with Lil Skies & Noah Cyrus),0.0345,134.005,4,0.138,0.007394618926389707
0.539,Still Lost,Sik World,0.802,0.566,sad,4.09e-06,11,0.134,-9.816,0,52,11-12-2017,16629,222979,3AaHVL2PTTN8AAbA48WMo8,Reflection,0.145,140.099,4,0.153,0.0009757179115009729
0.191,BEHIND,LIL DUSTY G,0.46,0.68,sad,9.65e-05,3,0.111,-5.706,1,52,05-08-2022,16630,124064,767f1EAoYSr3AcJ5MTW151,BEHIND,0.048,127.062,4,0.294,0.15513389706227643
0.334,parachute (feat. Finding Hope),Kina,0.697,0.301,sad,0.0153,1,0.113,-14.87,0,48,14-10-2022,16631,153604,3WaEyZXCEKX8TxmKciVNHm,parachute (feat. Finding Hope),0.044,125.028,4,0.253,0.00017012253415238376
0.796,i don't wanna be me anymore (feat. Julia Alexa & Zaini),Rxseboy,0.718,0.4,sad,0.0,1,0.177,-10.982,1,50,06-05-2022,16632,163658,3JhO0BxHyvU5oUVm0JDGnJ,i don't wanna be me anymore (feat. Julia Alexa & Zaini),0.265,71.534,4,0.398,3.774499780762053e-05
0.248,Lost - EP,Ollie,0.801,0.545,sad,0.0,3,0.136,-6.686,1,52,06-03-2019,16633,219580,3vzbNQi4mQ9tmvroysU2f3,Lost,0.0888,129.966,4,0.269,0.0030147183926467758
0.499,Starship 92,iamjakehill,0.758,0.315,sad,0.0,10,0.0913,-8.379,0,50,16-02-2019,16634,179288,7w6eusB4RjNh9wzvzHlqvP,Starship 92,0.0312,120.012,4,0.386,6.053215035106696e-05
0.052,Better off Dead,Josh A,0.781,0.69,sad,0.0,0,0.353,-6.611,1,52,19-10-2017,16635,180005,0DzUwvANSN6lW8TnkjGOyT,Gucci Coffin,0.237,120.024,4,0.591,0.0599568631469225
0.327,Enough's Enough,Paris Shadows,0.536,0.604,sad,0.0,2,0.105,-6.906,0,51,04-10-2019,16636,176878,2xCkbmoETP0O0ssyfo0LdJ,Enough's Enough,0.0758,150.032,4,0.309,0.022120270157246935
0.38,"emma, u up?",Yxngxr1,0.823,0.458,sad,0.0,1,0.0677,-10.91,0,52,30-08-2020,16637,144000,5Z7WYPOCE6FCbg3NZrYDvh,"emma, u up?",0.31,159.967,4,0.38,0.000362436193720006
0.775,Sad Hours,SHRK,0.613,0.428,sad,0.577,1,0.0932,-16.208,1,55,29-04-2018,16638,181198,53Ij4HRTp0f6DTlmXWh46h,Sad Life,0.337,101.041,4,0.219,0.0023421698492905874
0.0922,not okay,KillBunk,0.396,0.667,sad,0.0,1,0.114,-7.71,0,51,14-02-2021,16639,229056,2ZakFcIxVwyADJ920XvmsE,not okay,0.188,75.996,4,0.302,0.12647429860511117
0.71,People Change,Kodie Osborne,0.693,0.402,sad,2.11e-06,9,0.368,-12.591,1,51,10-09-2018,16640,112000,3tQXcgANtsWFikbevMflJy,People Change,0.414,118.796,4,0.373,9.762955099446025e-05
0.951,i still think of you,the bootleg boy,0.575,0.193,sad,0.0443,2,0.156,-15.494,1,55,22-05-2020,16641,125052,7BrbGr8S8rjrnlGLqtfFwA,i still think of you,0.179,118.589,4,0.308,1.4324901527307254e-05
0.734,Break Me Down,Seon,0.702,0.579,sad,0.0,6,0.104,-9.094,0,50,23-11-2020,16642,164361,7iTjgRiJmgo99TPOZharql,Break Me Down,0.0469,110.882,4,0.333,0.0004080045096136464
0.903,Sedated Tape,KevGee,0.469,0.35,sad,0.668,7,0.186,-17.721,1,55,30-06-2020,16643,86979,79DvIaSQZlen3UTJrjNwut,Hierba,0.122,118.325,4,0.383,0.0026400082036419636
0.737,Sing for Me,Kochetkovv,0.802,0.073,sad,0.803,6,0.0912,-18.369,0,57,06-10-2018,16644,130951,2lCsTpkit36cAJ0pSEpzr4,Sing for Me,0.0778,109.989,4,0.151,0.00017207920838435697
0.0681,"BELIEVE IN ME, WHO BELIEVES IN YOU",Aries,0.623,0.487,sad,0.0,9,0.319,-7.247,1,51,12-11-2021,16645,152471,38Yamwrtcc9Niupl3kH8pH,BOUNTY HUNTER,0.0398,84.989,4,0.285,0.007962515983759189
0.627,Holding onto Nothing,Snøw,0.384,0.587,sad,0.0,1,0.13,-5.839,0,30,21-10-2022,16646,91914,6bQrdayEFXnRCymrsTaEd5,Holding onto Nothing,0.0579,187.579,4,0.258,0.015765135740308356
0.0279,ANYWHERE BUT HERE,Dro Kenji,0.714,0.479,sad,0.0,9,0.111,-8.052,1,50,26-08-2022,16647,151272,6kbpKT38sRX2ZljmXgwaDr,MONSTER (feat. NOCAP),0.131,82.49,4,0.224,0.0031150795433194656
0.844,Nutcase,Ryan Caraveo,0.62,0.395,sad,0.00401,1,0.471,-12.593,0,49,03-06-2020,16648,146739,2mvMckCSPqzP0n49PShLl2,Nutcase,0.0777,183.94,4,0.391,0.000204565093428144
0.0364,CATCH THXS FADE.,Kill Dyll,0.533,0.794,sad,0.137,7,0.344,-8.107,1,53,07-01-2022,16649,98306,2UMGdERVDtf5zFOl5B5BtO,CATCH THXS FADE.,0.114,120.11,4,0.0676,0.8935024720952581
0.258,Just Hold Me,Ely Waves,0.704,0.566,sad,0.0,10,0.0564,-10.917,0,52,15-01-2021,16650,204771,4pbcWPWlVftf3uSTDE3NQD,Just Hold Me,0.346,118.142,4,0.323,0.003044952372771248
0.495,Insecure,Nick Bonin,0.694,0.529,sad,0.0,1,0.104,-7.753,0,55,05-07-2019,16651,113803,2sYA4fkDw3QxWq6a7m5FTV,Insecure,0.0849,84.51,4,0.376,0.000522977818360526
0.00976,2L8,Ryan Oakes,0.513,0.941,sad,5.4e-06,6,0.156,-3.022,0,52,14-01-2022,16652,142857,5vgxdsVBcKddGcX1CdiUzB,2L8,0.0547,167.956,4,0.715,0.955563800339847
0.148,Crave You,Shady Moon,0.858,0.855,sad,5.14e-05,11,0.322,-7.188,0,50,25-03-2022,16653,127358,2skHVJDZCG2znxahSqBROH,Crave You,0.191,121.023,4,0.153,0.3211490377507038
0.701,Auburn Skies,Ollie,0.671,0.326,sad,0.00792,1,0.0936,-5.369,1,51,23-09-2022,16654,136740,5ypAP72387351HVZfZoWAO,Auburn Skies,0.0528,60.484,4,0.342,3.540377915167703e-05
0.207,meadow,raspy,0.747,0.615,sad,6.86e-05,5,0.0846,-7.477,0,55,20-07-2019,16655,162540,3AlVajn3U2MEuTeh4Z26vK,meadow,0.0452,94.437,4,0.578,0.0050760344484278574
0.019,Tweaking,Rocstaryoshi,0.533,0.49,sad,0.0,3,0.123,-10.088,0,50,04-09-2020,16656,122566,6KJk5h63oFhwX0VeC6T9Dl,Tweaking,0.103,162.978,4,0.494,0.022350210853234187
0.64,fools (can't help falling in love) (slowed down & reverb),Foster,0.591,0.805,sad,0.0,0,0.143,-5.235,1,54,24-03-2021,16657,197857,6IEYxC5J51Igo0XUTx16mA,fools (can't help falling in love) (slowed down & reverb),0.271,136.629,4,0.283,0.04030254475279349
0.0419,Trauma Factory,"nothing,nowhere.",0.718,0.69,sad,0.000419,0,0.105,-7.299,1,52,19-02-2021,16658,160422,3PDNGdhCtiQemL14eKhCup,lights (4444),0.0795,89.982,4,0.428,0.04644801543853194
0.807,Madelyne,gavn!,0.445,0.328,sad,0.0,0,0.121,-6.894,1,57,15-04-2022,16659,135584,6Zl92xH7GCIf0s3y4oL9xu,Madelyne,0.0304,77.074,4,0.526,6.00326218700431e-05
0.507,Forever Virgins,MC Virgins,0.76,0.489,sad,0.0,1,0.181,-14.288,1,51,21-10-2019,16660,159500,2hYpH6B9Y1cMwU4p9pwxa7,Forever Virgins,0.108,92.99,4,0.884,0.00017908825517132243
0.664,"Forever, Pt. 2",ilyTOMMY,0.402,0.196,sad,0.058,8,0.162,-21.657,0,51,21-04-2019,16661,167272,4dt6LNCOYAvG0vrWJuCsmC,"Forever, Pt. 2",0.198,87.268,5,0.362,8.026407437256022e-05
0.691,Dunkin' Donuts,JADY,0.816,0.505,sad,0.0015,1,0.121,-9.111,1,54,28-02-2020,16662,93249,2E5xToEkMtmegq9r7GZYgV,Dunkin' Donuts,0.0457,94.639,4,0.397,0.00010035353431259164
0.0443,I Can't Sleep,diveliner,0.494,0.713,sad,5.54e-05,3,0.168,-7.956,0,51,10-03-2020,16663,165500,1rCdmjQUxxdvcCY92D7UiR,Gaslight!,0.0777,90.482,4,0.445,0.20787138982179199
0.039,Right Now,Fixupboy,0.8,0.492,sad,0.0,11,0.0497,-10.448,0,50,08-07-2022,16664,107049,5vyiDK6AGKzliuelrUllUg,Right Now,0.175,94.305,4,0.756,0.0012523376084594418
0.0158,Demons in My Orbit,guardin,0.4,0.681,sad,0.0,0,0.0627,-5.931,1,49,04-07-2017,16665,174743,20HB3FzjaKennmHRcpDvtz,Demons in My Orbit,0.218,180.107,4,0.0695,0.6533527881801909
0.482,Manners,Austin George,0.677,0.612,sad,1.25e-06,11,0.129,-7.197,0,51,09-09-2022,16666,186815,4YnKb0qfI6j56S0UiaewIC,Manners,0.0441,94.033,4,0.597,0.0018357194822334888
0.0882,SWAN DIVE,convolk,0.631,0.605,sad,0.0,8,0.147,-7.656,1,54,13-03-2019,16667,151602,1IzGdhQ17U0r7ufI4qBv7d,Swan Dive,0.0315,141.968,4,0.219,0.05693426913937927
0.0158,My Girl,ilyTOMMY,0.775,0.662,sad,0.711,8,0.103,-9.682,1,44,14-10-2022,16668,110611,0olh3BAHvKdLaOdKHlsn5H,My Girl,0.122,155.917,4,0.484,0.9128751116282052
0.101,City Lights,Connor Price,0.895,0.283,sad,0.000157,3,0.1,-8.387,1,54,18-02-2022,16669,135333,6yYPP5wXvJ4ngeskwa3bld,City Lights,0.101,94.023,4,0.134,0.00014052460426372537
0.892,"some boring love stories, pt. 4",Powfu,0.667,0.446,sad,0.0,5,0.101,-10.801,0,51,12-11-2019,16670,137368,6KA2YcsQZlQD8f8uvKjPXw,Hear my thoughts,0.38,76.53,4,0.311,4.568034823460021e-05
0.864,When Have I Fallen,Kochetkovv,0.714,0.111,sad,0.925,11,0.121,-19.202,1,54,19-01-2019,16671,123876,2Z08G19fXo6aBpLPGr51xW,When Have I Fallen,0.074,123.987,4,0.268,0.0004194949786593405
0.0879,Waiting to Die,iamjakehill,0.577,0.733,sad,0.0,1,0.108,-8.048,1,51,25-08-2021,16672,144757,0xWBhH0LfhRiz6P0LJBpk0,Waiting to Die,0.0688,160.103,4,0.585,0.25775542187006173
0.307,UNDERGROWTH,LIL DUSTY G,0.603,0.531,sad,0.0,4,0.114,-9.165,0,50,11-02-2022,16673,129473,12VO2nlF0uy12Jyf9K4a8U,LIE,0.0629,151.96,4,0.146,0.007468995940134948
0.629,summer&cigarettes (acoustic),sammy rash,0.89,0.287,sad,0.0,8,0.124,-8.973,1,51,25-03-2022,16674,96595,4D04o8BADQTQ4WAUDZPxsb,summer&cigarettes - acoustic,0.098,121.968,4,0.804,1.3426433372210056e-05
0.927,In My Feelings,Holem,0.81,0.0774,sad,0.0325,0,0.418,-17.368,1,55,05-09-2019,16675,97297,0pu6Ruz29xmpiMpSTyFnPb,Sex for Breakfast,0.0526,111.017,3,0.442,3.078746887541506e-06
0.178,24 Hours,Fresco Trey,0.436,0.584,sad,0.0,0,0.082,-7.209,1,50,22-04-2022,16676,151950,7nJWDhcT5qEyLup5GrqhQF,24 Hours,0.131,88.28,4,0.639,0.01666014496487378
0.0839,KILL MY X,Chri$tian Gate$,0.647,0.858,sad,0.0,4,0.336,-1.38,0,50,12-11-2021,16677,136885,1kTqTQL8fllItqEALQGEkd,KILL MY X,0.0488,128.114,4,0.539,0.6862973242673671
0.62,82,Daniyel,0.626,0.442,sad,0.0,3,0.227,-11.571,1,49,14-05-2021,16678,169600,2SgePa2hYymXyignwwo8oP,LOST ONES,0.0801,150.011,4,0.612,0.00028987550588188693
0.29,By My Side,Lund,0.73,0.355,sad,0.0072,0,0.11,-10.941,1,49,29-08-2017,16679,229411,4L96lPXFu0bNll3XEnO0Wq,By My Side,0.0345,135.99,4,0.261,0.00030662183980356694
0.0374,Nobody's Happy.,dying in designer,0.613,0.677,sad,0.0,11,0.201,-7.034,0,50,16-08-2019,16680,180501,2OQ9XDV2WiWpYHnwWheZCA,Lately,0.0841,173.022,4,0.109,0.36181128147762875
0.233,summer nights,Skinny Atlas,0.521,0.523,sad,0.0,6,0.403,-7.621,1,53,12-06-2020,16681,172137,0o9t52kMt1yNHE0IDmdu43,summer nights,0.0362,145.156,4,0.343,0.023446040848629557
0.00403,SLUMBERLAND,Ryan Oakes,0.588,0.874,sad,0.0,10,0.0449,-4.067,1,51,08-01-2021,16682,171851,6YZDrgRnydLv0SVCc0ZiCR,I'LL BE DAMNED,0.0472,81.034,4,0.303,0.6706981385116617
0.181,Demon Slayer Freestyle,Khantrast,0.567,0.686,sad,0.0,4,0.0952,-8.646,0,51,17-04-2021,16683,149398,7qQcB53fO6DscCmzBo1DXV,Demon Slayer Freestyle,0.0671,135.062,4,0.246,0.10482888022751147
0.406,the overthinker,One Hope,0.663,0.351,sad,0.0,5,0.147,-12.064,0,52,10-03-2021,16684,196250,21Pkk76qnEgB5d0iDot4Dk,the overthinker,0.39,118.505,4,0.477,0.0001516719618673834
0.439,not alone,sadeyes,0.661,0.498,sad,0.00147,0,0.398,-7.187,1,51,11-11-2018,16685,173557,136K7vs8qhkpWfKmculLG3,not alone,0.0369,80.019,4,0.385,0.0011168952633233697
0.152,ANTIHERO,convolk,0.644,0.714,sad,0.00358,0,0.106,-6.897,0,55,17-04-2020,16686,129708,1GVhLEJGfOIpdSZJnUxN5O,swear to god,0.0524,162.998,4,0.279,0.18334026420603622
0.0245,age tape 9,Arden Jones,0.704,0.61,sad,1.23e-06,1,0.0786,-4.129,0,49,06-10-2022,16687,139487,3eBj5qFyvabjmyJV1bTm2h,viisine,0.0395,116.958,4,0.751,0.019841644604634112
0.624,Eugnot,Grailz Beni,0.373,0.592,sad,0.753,5,0.195,-9.837,0,60,14-01-2021,16688,107345,06SdkCkSKf66Uy0lbLYgL4,Eugnot,0.126,84.215,4,0.109,0.5188609032672956
0.394,used to,Josh Golden,0.622,0.723,sad,0.0,7,0.61,-5.221,0,49,06-10-2017,16689,181090,29c5U8gKc38Ck9j10g4A8K,used to,0.0514,139.95,4,0.446,0.11582677370385874
0.0357,HARMONY,347aidan,0.359,0.786,sad,0.0,4,0.101,-3.619,0,50,08-10-2021,16690,156000,0pj4T7AzKyVOYmnSnxgdge,HARMONY,0.048,200.075,4,0.359,0.9211340018347443
0.226,miss me,iamjakehill,0.805,0.464,sad,0.0,11,0.104,-9.159,1,51,08-12-2020,16691,153600,5LgwTrB1iYwi5C1dXT6Q2J,miss me,0.0484,150.008,4,0.69,0.000831831021780971
0.347,villain,LOAT!,0.681,0.769,sad,0.0,1,0.171,-7.963,1,54,03-05-2021,16692,158615,2jh8BwcLuoFRE95BlsMPzV,villain,0.238,93.988,4,0.544,0.028685970595927257
0.00946,3TERNITY,Eric Reprid,0.436,0.716,sad,0.0,6,0.199,-4.435,1,51,18-03-2022,16693,145285,7Ka4Q8Uf3eWs5vf3f6o3uP,Vam,0.185,89.331,5,0.429,0.3504454578945395
0.0506,Couple Hunnid,Fresco Trey,0.666,0.704,sad,0.0,6,0.101,-5.876,0,49,10-12-2021,16694,208944,4CSOwqUFQUjhKzxFkZSA9N,Couple Hunnid,0.13,89.907,3,0.497,0.06371433989141351
0.311,anywhere else but here.,Vorsa,0.299,0.495,sad,0.0,4,0.209,-7.297,1,52,24-09-2020,16695,194543,4AL35ipeLY3R45DhAteP8H,self destructive,0.0431,74.975,3,0.266,0.009372991483972637
