,Sno,Song ID,Song Name,Artist Name,Album Name,Release Date,Acousticness,Dancebility,Song Duration,Energy,Instrumentalness,Key,Liveliness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Popularity,Genre
16046,16046,1O28T70fY6eyL9vygOqCQi,Midnight Thoughts,SadBoyProlific,Midnight Thoughts,27-11-2018,0.428,0.543,124865,0.387,0,11,0.126,-15.932,0,0.472,79.569,4,0.577,64,sad
16881,16881,076YCyUBs1GlrzAmOsZkFU,the fire in your eyes keeps me warm,Powfu,some boring love stories pt 5,20-11-2020,0.821,0.83,193170,0.598,0,0,0.0897,-6.312,1,0.0627,122.974,4,0.415,49,sad
16860,16860,6u08fmRhbfUC9Eh0QeD6D2,verified loner,Unodavid,i'm seeing red,31-07-2020,0.474,0.57,109400,0.56,0,4,0.0998,-7.844,0,0.0407,90.049,4,0.188,49,sad
16179,16179,1PJsUeqqU2H2iVCZ7ZBGnU,Selfish,Connor Price,Selfish,14-10-2022,0.0502,0.814,113056,0.52,0,8,0.114,-7.409,0,0.45,179.955,4,0.57,56,sad
16188,16188,19JzJOMs4wkuKxY8WEOMea,this girl,Elijah Who,Gentle Boy,29-09-2017,0.875,0.79,122704,0.133,0.808,8,0.111,-9.365,1,0.0915,69.997,4,0.422,61,sad
16016,16016,71rw9MB77BR8LHMFZK8gKV,SPLAT,Connor Price,SPLAT,20-05-2022,0.0608,0.908,125685,0.45,0,7,0.0663,-7.174,1,0.314,108.056,4,0.515,70,sad
16577,16577,2CXF3c5KrBsXZygtyQJtq9,Wake Up,iamjakehill,Wake Up,07-02-2018,0.0988,0.775,158316,0.658,0,2,0.111,-5.119,1,0.175,139.978,4,0.325,54,sad
16372,16372,2c8SeXWEm9U3JvU9jmAPQe,BAND$,Letoa,BAND$,19-12-2020,0.64,0.444,130774,0.614,5.63E-06,9,0.291,-7.695,1,0.467,82.981,4,0.302,56,sad
16625,16625,39m4cEWrwgAM4KtQv8x6Eb,i lost her.,unknxwn.,i lost her.,11-10-2019,0.622,0.631,174102,0.479,0,1,0.116,-8.171,1,0.0305,89.974,4,0.526,52,sad
16762,16762,1qRVG9nQ2VXxHj0xNPM2wQ,Love Pain,Skinny Atlas,Love Pain,24-06-2022,0.0347,0.792,102127,0.36,0,9,0.18,-9.126,1,0.129,94.026,4,0.467,52,sad
16400,16400,6UmpOofvtwr2RosrFxQ430,Weed Wit U,Vluestar,Weed Wit U,26-06-2020,0.977,0.481,121951,0.335,0.000142,7,0.18,-17.999,0,0.223,78.721,4,0.514,57,sad
16024,16024,0Q06s7TNQH8irO2sfvuFnn,Love Is a Drug,Papithbk,Thbk.,24-10-2018,0.785,0.833,100120,0.293,0,7,0.103,-17.24,1,0.416,110.06,4,0.42,68,sad
16843,16843,4u50GKl6pAAzNkfbDMUqfL,The Ones Who Never Flew,Skinny Atlas,The Ones Who Never Flew,25-02-2021,0.902,0.629,141000,0.255,0,0,0.0807,-12.548,1,0.0358,140.056,4,0.512,48,sad
16764,16764,1BvSkVrXtnjTuyTR4Qa8be,Wish You Were Mine,Various Artists,1 Am. Study Session,08-12-2019,0.672,0.816,121519,0.468,0.843,1,0.244,-8.686,1,0.0608,158.071,4,0.199,52,sad
16837,16837,6eO4tbz31Vgb45iXwOu3Dq,EASY,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",12-11-2021,0.0394,0.706,164358,0.657,2.41E-06,7,0.236,-5.269,1,0.0291,117.05,4,0.324,49,sad
16977,16977,7mZGLnphzny07bVaaDKDa4,Panic!,Khantrast,Panic!,25-06-2022,0.353,0.678,179224,0.575,0,0,0.318,-7.853,0,0.0606,77.004,4,0.629,48,sad
16150,16150,4njf8PZi95E9ISlQVXXPyl,Parallel Parking,Arden Jones,Parallel Parking,21-01-2021,0.14,0.587,118571,0.638,0,8,0.0964,-4.177,0,0.313,168.153,4,0.76,59,sad
16302,16302,0Z99fGWbeZmwNuWhIlpv2o,Come Right Here,Kochetkovv,Come Right Here,29-09-2018,0.98,0.77,116924,0.393,0.154,2,0.145,-9.345,1,0.0651,115.051,4,0.35,60,sad
16402,16402,6OGvHDjNLuEJoBc8BEQWBP,Bad Hoe,Tom The Mail Man,Sometimes Sorry Isn't Enough,16-04-2021,0.087,0.806,207250,0.735,0,4,0.0885,-4.39,1,0.0495,128.019,4,0.398,53,sad
16100,16100,2kHrlDvECzPyjcbmSQNusl,F*ck Love,Lund,F*ck Love,04-06-2021,0.295,0.639,197368,0.446,0,6,0.181,-10.489,1,0.0378,76.004,4,0.363,64,sad
16151,16151,37IFFBgI7qnLKqGP15mmIu,venus fly trap,brakence,venus fly trap,08-07-2022,0.569,0.406,295866,0.763,0,5,0.345,-7.246,0,0.0929,147.986,4,0.65,59,sad
16345,16345,0eG9tYYEe6e8CuQu0tnxPc,Take Me Down,Ryan Caraveo,At Least I Tried,12-02-2018,0.502,0.759,204295,0.531,0.000105,9,0.34,-9.181,0,0.067,126.075,4,0.169,54,sad
16662,16662,2E5xToEkMtmegq9r7GZYgV,Dunkin' Donuts,JADY,Dunkin' Donuts,28-02-2020,0.691,0.816,93249,0.505,0.0015,1,0.121,-9.111,1,0.0457,94.639,4,0.397,54,sad
16553,16553,0W2uSNUIOybYJCJqNtDP1N,Broke,Tom The Mail Man,Broke,22-06-2019,0.0649,0.9,76885,0.649,0.00718,2,0.337,-7.937,1,0.307,100.023,4,0.209,51,sad
16658,16658,3PDNGdhCtiQemL14eKhCup,lights (4444),"nothing,nowhere.",Trauma Factory,19-02-2021,0.0419,0.718,160422,0.69,0.000419,0,0.105,-7.299,1,0.0795,89.982,4,0.428,52,sad
16975,16975,2S5CxAm0tPTUQeaVwCXCil,"Different Class, Same Boat",Powfu,"Different Class, Same Boat",20-06-2019,0.097,0.766,179555,0.488,0,0,0.0971,-7.161,0,0.0455,135.071,4,0.176,48,sad
16900,16900,5bwSx1hwmUivlUgY9UhfEB,re:birth,50landing,re:birth,09-08-2019,0.514,0.719,199197,0.429,0,2,0.163,-11.373,1,0.301,99.926,4,0.35,49,sad
16516,16516,4Yt1yBsZckANMLohLeluL0,Fake Friends,Billy Bueffer,Fake Friends,06-06-2019,0.622,0.685,168268,0.584,4.11E-06,2,0.132,-10.332,0,0.0385,79.982,4,0.453,56,sad
16953,16953,4sPybdNWL2g7tTp0PljG8a,So Loco,DanielFromSalem,Best Damn Party,02-06-2019,0.167,0.492,161163,0.945,1.40E-06,0,0.515,-3.152,0,0.0655,170.077,4,0.563,49,sad
16738,16738,3xmsmrufmGULmdWToT78jD,Beach Ballin' (feat. blackbear),Yung Pinch,Back 2 The Beach,17-01-2020,0.0643,0.689,204275,0.586,0,1,0.12,-6.522,0,0.141,160.037,4,0.49,52,sad
16152,16152,2zhPy8zbBf53XgTtkEbnbO,Oblivion,Rufi-O,Oblivion,13-12-2018,0.975,0.714,152920,0.131,0.904,5,0.354,-21.958,1,0.0556,113.032,4,0.685,65,sad
16201,16201,2dSD6pfzzak9MPIfqXW6uk,D13.,Kill Dyll,D13.,08-07-2022,0.00826,0.689,150545,0.924,0,1,0.283,-6.024,1,0.437,109.874,4,0.264,57,sad
16733,16733,3p8iG863bPsafyReUXaqXO,Breakfast With the Moon,Powfu,Breakfast With the Moon,14-10-2018,0.892,0.697,163108,0.354,2.48E-06,5,0.0539,-15.064,1,0.206,78.007,4,0.575,50,sad
16523,16523,1XtKDLAUMpkP7d5As2tMdo,Adrenaline,MASN,Adrenaline,08-07-2022,0.0724,0.604,146053,0.767,0,5,0.315,-5.235,1,0.0567,166.912,4,0.662,54,sad
16088,16088,4E4DQVf8GNBvvOaLfvIcvZ,It's Not So Bad,Dybbukk,It's Not So Bad,20-01-2021,0.00468,0.758,140617,0.488,0.294,1,0.418,-9.124,1,0.109,137.506,4,0.399,69,sad
16284,16284,2h3jBh2kDDRSDbwzJqelFx,SANTA MONICA,Aries,WELCOME HOME,18-04-2019,0.16,0.708,165034,0.667,0.000683,4,0.183,-5.854,1,0.0356,145.976,4,0.616,56,sad
16930,16930,7nGBzBEsoaQXyc37FL1lNs,water,lofi.samurai,oldies,06-07-2018,0.824,0.814,60750,0.43,0.647,7,0.108,-13.563,1,0.263,80.015,4,0.742,52,sad
16643,16643,79DvIaSQZlen3UTJrjNwut,Hierba,KevGee,Sedated Tape,30-06-2020,0.903,0.469,86979,0.35,0.668,7,0.186,-17.721,1,0.122,118.325,4,0.383,55,sad
16989,16989,2ZsldeTfZuAUHBXAKLWCdy,Rage,2gaudy,Rage,03-08-2020,0.0484,0.745,205509,0.505,0,7,0.0708,-9.779,1,0.0767,116.969,4,0.496,49,sad
16785,16785,68Yb7iE80WFcasSEGAvnBF,leaves,sadeyes,downpour II,01-07-2022,0.729,0.735,139105,0.619,0,8,0.0946,-9.24,1,0.519,72,4,0.902,47,sad
16050,16050,6IaSUc4wx1rzo8lGs4KOot,School Rooftop - Slowed Down Version,Hisohkah,School Rooftop (Slowed Down Version),01-01-2021,0.275,0.74,193732,0.255,0.894,10,0.105,-7.293,1,0.0534,142.568,4,0.231,68,sad
16261,16261,5bgPOFsgDgzspc3BJ2MZ0c,Paranoia,Shady Moon,Paranoia,28-07-2022,0.604,0.78,140732,0.494,0.0933,1,0.11,-7.973,1,0.114,109.987,4,0.395,57,sad
16172,16172,7fPRUjMpvp7zRGXjsNqFu5,07-Nov,Fresco Trey,07-Nov,16-09-2022,0.0251,0.737,144905,0.593,0,4,0.148,-7.221,1,0.0865,158.898,4,0.577,59,sad
16605,16605,4lghbrxf9haQUp6BuRjAEq,big talk,Marco Luka,big talk,05-02-2021,0.324,0.901,122212,0.379,0,5,0.158,-8.861,0,0.229,126.974,4,0.627,51,sad
16099,16099,16PmczUxlX7dpr6ror6pXd,Nike Ticks,YNG Martyr,Nike Ticks,11-10-2019,0.334,0.779,102137,0.435,0.000114,10,0.0924,-12.745,0,0.542,188.223,4,0.525,63,sad
16136,16136,6ODGacJhqQQN1k01XfpuBT,Toxic,Various Artists,Arbeitsmusik Herbst/Winter 2022/2023,20-10-2022,0.749,0.609,168066,0.619,0,11,0.264,-5.677,1,0.311,179.71,4,0.689,1,sad
16773,16773,6hbK9zJUAlB5PYL15SzKtB,Letters in December,Powfu,Letters in December,11-10-2019,0.911,0.634,150000,0.32,0.000159,1,0.0859,-9.514,1,0.093,79.931,4,0.41,50,sad
16903,16903,35KrUAuvT6RD01odfbwmX9,Fake Love,Torrian Ball,Broken Art 2,19-06-2020,0.044,0.525,193358,0.604,0,11,0.119,-12.373,0,0.506,70.206,3,0.475,45,sad
16746,16746,0Fzt24jmCa6G0ED7pW3IM1,everything i couldn't be,Julia Alexa,everything i couldn't be,19-08-2020,0.928,0.674,130052,0.266,0.000669,10,0.108,-15.74,0,0.0492,120.046,4,0.194,56,sad
16679,16679,4L96lPXFu0bNll3XEnO0Wq,By My Side,Lund,By My Side,29-08-2017,0.29,0.73,229411,0.355,0.0072,0,0.11,-10.941,1,0.0345,135.99,4,0.261,49,sad
16842,16842,6rj845usi4DgFFK10msZEi,Ten Times,Ryan Caraveo,Maybe They Were Wrong,01-12-2016,0.44,0.807,181477,0.441,0,11,0.126,-8.72,0,0.364,140.236,4,0.638,49,sad
16380,16380,5ehoXwpw70o6WEEufJm1q7,wherever you would call me,Zaini,wherever you would call me,14-06-2019,0.457,0.661,213818,0.396,0.258,7,0.919,-13.093,0,0.0466,109.989,4,0.0352,61,sad
16498,16498,63ZmPonhAmcxXZCzYHLwXk,Emerald City,gavn!,"Here, just for now",29-07-2022,0.788,0.385,166400,0.439,0,11,0.101,-10.495,1,0.0521,74.963,4,0.417,57,sad
16309,16309,6XpVAVpg3PfxcoO0tUG8jJ,paradise,Marco Luka,paradise,26-04-2019,0.172,0.634,140000,0.526,0.0373,7,0.128,-8.21,0,0.036,143.998,4,0.143,60,sad
16125,16125,6TVqffNTpDAlfCtDIKyFbZ,Marathon,Connor Price,Marathon,10-12-2021,0.0415,0.855,136062,0.405,8.39E-06,0,0.209,-10.189,0,0.199,87.007,4,0.522,62,sad
16747,16747,6LN15vwkSE1ZiA8IdBjl7k,ONE PUNCH,Aries,ONE PUNCH,22-10-2021,0.132,0.646,145371,0.62,0,1,0.26,-5.217,0,0.0392,87.51,4,0.444,51,sad
16730,16730,2FeQb9MlIJTP5vhEUI46AZ,Nomad,Chri$tian Gate$,Nomad,25-11-2020,0.502,0.805,129274,0.551,0,11,0.0755,-9.335,0,0.34,93.964,4,0.81,50,sad
16627,16627,06NfzaCnz9aE1mDR07eQjd,Brighter Days,Jomie,Brighter Days,13-11-2019,0.948,0.617,164414,0.412,0,7,0.101,-8.447,1,0.0443,94.992,4,0.703,50,sad
16021,16021,58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,Kina,Can We Kiss Forever?,31-08-2018,0.894,0.522,187931,0.128,0.026,4,0.0941,-18.717,1,0.0357,109.986,4,0.124,77,sad
16377,16377,08iPRbc4DGuotMn6crC7dB,Insecurities,Damien,Insecurities,26-03-2021,0.51,0.753,193621,0.478,0,4,0.154,-10.81,0,0.154,90.291,4,0.372,53,sad
16559,16559,7CpeDdqQP8iZc7cEC3eaLz,Revenge,Josh A,You're Not Alone,23-10-2020,0.276,0.77,127425,0.618,0,1,0.0775,-7.28,1,0.324,142.045,4,0.463,54,sad
16069,16069,4AuLkMqJdyQyGeShCU5ik3,Safe,itssvd,Safe,13-02-2018,0.828,0.608,78214,0.461,0.00104,11,0.107,-13.083,0,0.146,114.886,4,0.512,67,sad
16739,16739,0sFqD0Mxcv3QLVyrWEddJ0,Just Like You Do,SadBoyProlific,Just Like You Do,07-01-2020,0.628,0.707,158932,0.334,0.135,1,0.157,-15.185,1,0.0907,127.973,4,0.103,48,sad
16128,16128,6Xoe3jKnSFKSzsQ8kdDT7I,Disappointment (feat. Rxseboy),Sarcastic Sounds,I'm A Disappointment,15-04-2022,0.686,0.657,142092,0.821,0,0,0.0736,-5.655,1,0.232,169.897,4,0.823,62,sad
16783,16783,4lhJ9cFkyeNpu7XA9dXkZc,Void,RONEN,Void,13-06-2019,0.404,0.49,189937,0.486,1.17E-05,3,0.194,-3.664,0,0.0388,172.367,4,0.388,50,sad
16182,16182,5jfkhjOOHwuZeNQ9hpIEYE,In My Head,Unodavid,In My Head,05-04-2019,0.205,0.543,114285,0.61,0,9,0.133,-7.646,1,0.0646,177.999,4,0.101,60,sad
16832,16832,2xMwPlXmJeSOxpSAU3xcWU,don't go to sleep,Ze66y,don't go to sleep,15-01-2022,0.568,0.832,108480,0.471,6.57E-05,7,0.134,-10.874,1,0.326,85.005,4,0.577,49,sad
16831,16831,1S9nEzVGgS8QkOC1sWYvHx,WHEN THE LIGHTS GO OUT,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",12-11-2021,0.164,0.731,176489,0.647,0.00011,6,0.0881,-6.562,1,0.0484,89.977,4,0.352,49,sad
16479,16479,5C6UoWO8yA33mdkRTv2Pdg,Darkness,Josh A,Disgrace,16-11-2019,0.534,0.804,112076,0.521,0,10,0.247,-7.753,1,0.0605,90.032,4,0.648,54,sad
16158,16158,4jh5xTsu4kWGzeh4TaRs7a,Nascar,KillBunk,Nascar,19-01-2021,0.106,0.581,113815,0.763,0,1,0.142,-5.694,1,0.271,171.11,3,0.687,61,sad
16816,16816,79GBqm87AiZSJBMg9rhxnL,Alone,Jon Caryl,Alone,18-03-2022,0.713,0.507,189855,0.402,0.0233,2,0.121,-12.119,1,0.0467,81.839,4,0.18,51,sad
16526,16526,0VkTREws5yA3Qe5YkOxBEN,Change,LIL DUSTY G,Change,04-12-2020,0.484,0.301,146823,0.535,0.000162,0,0.125,-7.434,0,0.0558,84.439,4,0.0452,52,sad
16190,16190,36KJECppZif5yIwfwk1V0U,Sing to You,Monty Datta,Sing to You,18-06-2018,0.856,0.702,153627,0.221,0.00694,1,0.143,-12.126,0,0.162,115.218,4,0.0767,63,sad
16320,16320,4zCP9shp3aiL68yGQ8v8DE,I Am So Sad... I am So Very Very Sad,Alrahim Wright III,Before The Big Picture,04-11-2020,0.0497,0.779,111560,0.448,0,0,0.114,-12.089,0,0.333,122.062,4,0.167,57,sad
16587,16587,3gV0E3N4uOcoNsbxLkGWkp,"sincerely, yours",Nohidea,osho,04-02-2017,0.8,0.605,139684,0.396,0.872,5,0.141,-11.301,0,0.0509,80.957,4,0.622,55,sad
16517,16517,6kq7CvFFZusechOUuuMftM,With You,iamjakehill,With You,23-04-2019,0.213,0.654,179212,0.56,0,4,0.128,-9.363,0,0.102,74.985,4,0.282,53,sad
16918,16918,01TtrmZEiYitpwDUcPQ6dj,as long as i have you,Foster,as long as i have you,03-06-2021,0.1,0.518,162217,0.605,3.47E-06,5,0.219,-7.032,0,0.181,79.641,4,0.319,49,sad
16933,16933,0aJcuvNNJh9ncKBqqfLiIG,When You’re Sober,MILES,When You’re Sober,17-06-2022,0.00379,0.642,142345,0.791,1.47E-06,2,0.0982,-4.345,1,0.0393,87.526,4,0.65,46,sad
16539,16539,2J84DvAAI8ph5DYojk3HPt,GONE (feat. Trippie Redd),Paris Shadows,ONE NIGHT IN PARIS,25-04-2018,0.00107,0.712,190893,0.731,0,9,0.219,-4.555,1,0.0335,118.016,4,0.876,52,sad
16681,16681,0o9t52kMt1yNHE0IDmdu43,summer nights,Skinny Atlas,summer nights,12-06-2020,0.233,0.521,172137,0.523,0,6,0.403,-7.621,1,0.0362,145.156,4,0.343,53,sad
16787,16787,5MIhfLpd1fVmIUrTHNSP4E,Sledgehammer,"nothing,nowhere.",Sledgehammer,04-02-2022,0.396,0.693,143703,0.442,0,7,0.139,-13.627,0,0.129,162.033,4,0.377,50,sad
16255,16255,2Lle3tbO97Dd4I3deOZ92g,She Likes My Tattoos,Pardyalone,She Likes My Tattoos,20-07-2022,0.109,0.611,164327,0.773,0,1,0.572,-4.737,1,0.0437,90.072,4,0.565,57,sad
16091,16091,4kHhC8x1CakRsiRJhsEDIU,Not Enough,SadBoyProlific,Not Enough,27-01-2019,0.92,0.844,108120,0.402,0,11,0.102,-8.643,0,0.109,91.044,4,0.471,62,sad
16702,16702,39oI2XtCeF2JgMEb8vOg6k,Dawg Shit,Pretty Pacc,Dawg Shit,16-07-2021,0.484,0.613,168942,0.472,0,6,0.147,-10.244,0,0.0681,86.99,4,0.496,49,sad
16251,16251,1kAkUHFb7ryeVkVSRD6Nkj,Wish I Was Better,Kina,Wish I Was Better,10-04-2020,0.747,0.732,140571,0.304,6.13E-05,0,0.143,-13.086,0,0.111,139.965,4,0.185,64,sad
16811,16811,0LHdHYe5ssIheUX5RZw4rN,Philophobia,Lil Rae,Philophobia,09-02-2018,0.0126,0.664,198181,0.666,0.235,2,0.0891,-4.5,1,0.0426,155.019,4,0.512,57,sad
16028,16028,2k5rWMAz9RvFS3k3kk3cc5,You Said,Connor Price,You Said,09-07-2021,0.141,0.726,135000,0.481,0,0,0.155,-8.254,1,0.207,79.978,4,0.224,68,sad
16443,16443,3MrZcAFdNmtPVbob9QYvs4,DITTO,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",12-11-2021,0.524,0.645,150322,0.579,1.78E-05,4,0.161,-9.137,1,0.1,92.977,4,0.525,53,sad
16140,16140,20GbyJrUmAAZIt2x180YUF,serotonin highs (feat. Allen Haley),Arden Jones,age tape 3,07-04-2022,0.00705,0.724,154787,0.855,0,1,0.095,-3.001,0,0.0393,94.006,4,0.476,58,sad
16159,16159,6ncsVXsY8FaxpK5yg1eMHI,Love Again,itssvd,Missing,12-02-2017,0.809,0.643,89340,0.417,0.0147,4,0.168,-10.155,1,0.186,94.435,4,0.355,62,sad
16447,16447,4FtZXSr2f2ztG5y69d3cNm,Eighties,Landon Cube,Sapphire,04-12-2020,0.0163,0.495,106378,0.79,0,4,0.52,-3.116,1,0.221,184.742,4,0.623,53,sad
16349,16349,3ldF2hDSJFPuS1fFb4d4Tb,LET GO,LIL DUSTY G,UNDERGROWTH,11-02-2022,0.167,0.405,126857,0.685,0,0,0.321,-5.857,1,0.0547,139.866,4,0.465,55,sad
16135,16135,7F7DO6TlpcELwpgwiLl2a2,On My Own,Zach Diamond,On My Own,07-12-2021,0.111,0.741,133333,0.615,0,8,0.115,-7.779,1,0.0456,90.01,4,0.588,64,sad
16599,16599,31Ep5JVlhdyLe5aj06alAp,Losing Interest - Remix,Stract,Losing Interest (Remix),07-09-2019,0.635,0.963,270260,0.417,0.00686,10,0.275,-15.525,0,0.182,114.968,4,0.711,57,sad
16704,16704,4Y42drx9dkvS7U9usQG3VE,3:00 AM,Zach Diamond,3:00 AM,27-07-2022,0.272,0.805,166285,0.602,0,11,0.13,-6.444,1,0.0351,139.981,4,0.638,61,sad
16030,16030,3BvqjMhMCLNlluQagWb589,Darkside,Vwillz,Darkside,18-03-2022,0.245,0.612,134060,0.402,1.29E-06,6,0.21,-11.926,1,0.0361,82.478,4,0.304,67,sad
16405,16405,4GRLGjwgWzZ33HQU3BIdH9,pretty little lies,Marco Luka,pretty little lies,26-03-2021,0.16,0.698,165724,0.53,0,6,0.1,-7.877,0,0.086,94.03,4,0.311,53,sad
16830,16830,6bWJ3kPjskTCS2vzPwl9tY,RECON,Justin Stone,RECON,16-07-2021,0.116,0.758,107832,0.58,0,11,0.108,-13.134,0,0.082,142.994,4,0.731,53,sad
16884,16884,2f5ewoFS6a6TtL1jMiqVMf,It Could Always Be Worse,Seon,It Could Always Be Worse,28-01-2021,0.319,0.813,225928,0.589,0,1,0.0812,-3.668,1,0.162,85.009,4,0.516,47,sad
16665,16665,20HB3FzjaKennmHRcpDvtz,Demons in My Orbit,guardin,Demons in My Orbit,04-07-2017,0.0158,0.4,174743,0.681,0,0,0.0627,-5.931,1,0.218,180.107,4,0.0695,49,sad
16589,16589,2qJbmhhVfMQ2aqzTFsAOO3,Interstellar,Kuzu Mellow,Interstellar,21-03-2018,0.948,0.604,119745,0.417,0.00315,5,0.105,-11.084,1,0.328,73.341,4,0.632,49,sad
16241,16241,5VujK2veNOmeh7jNj9zq1p,Talk It Out,dwsdmusic,Talk It Out,16-06-2019,0.465,0.646,170482,0.491,0.18,8,0.0834,-13.106,1,0.0443,145.033,4,0.68,61,sad
16827,16827,2Zql6aBjLdgYTwhIdjXDGg,Jocelyn Flores,Killpop,Jocelyn Flores,01-11-2017,0.216,0.891,118962,0.175,0.000303,9,0.218,-15.747,0,0.104,100.124,4,0.324,53,sad
16603,16603,1bV0Yu3Hm7RhHUKB6ATnlq,Corner of the World,Ryan Caraveo,At Least I Tried,12-02-2018,0.228,0.691,184592,0.649,0.000369,6,0.0869,-7.486,1,0.336,160.059,4,0.284,51,sad
16891,16891,7fDKNpxKgp9KsDoDFCN08w,Tunnel of Love - Remix,ilyTOMMY,Tunnel of Love (Remix),23-08-2019,0.265,0.825,216000,0.845,0,5,0.0967,-8.201,1,0.169,160.004,4,0.786,48,sad
16281,16281,7xK0LBgSUW1RBUHrzifjP3,SAVE ME,Dro Kenji,TEARS AND PISTOLS,13-11-2020,0.0647,0.798,148236,0.57,0,6,0.117,-6.075,0,0.0447,117.947,4,0.287,55,sad
16053,16053,4XWHfXGE0MvK1qMjpSbTiB,Soleil,80purppp,Violet High,06-12-2019,0.742,0.732,109295,0.483,0.326,6,0.107,-13.656,1,0.13,126.053,4,0.464,65,sad
16132,16132,6JdU7eaEl9fPAq0sEVNzGc,say goodbye,Sarcastic Sounds,say goodbye,14-05-2021,0.902,0.71,86749,0.415,0.00236,8,0.149,-9.561,1,0.0908,92.016,4,0.418,62,sad
16617,16617,4HlwrvZ1Onf2Vh8PJtIvtE,Talk Tough,Dustystaytrue,Talk Tough,19-11-2020,0.13,0.677,177366,0.731,1.58E-05,1,0.163,-6.348,0,0.139,155.101,4,0.613,57,sad
16486,16486,3FQov3PYCf4rWAfhQ5yjX9,Cannot Stop Me,Justin Stone,Cannot Stop Me,31-05-2018,0.0648,0.72,235714,0.615,3.62E-05,2,0.176,-8.899,0,0.0542,112.048,4,0.293,53,sad
16217,16217,5oRF3J9rBRWCNMTi0odITe,Voidwalker,iamjakehill,Voidwalker,18-10-2019,0.249,0.731,148500,0.939,0,2,0.231,-3.581,1,0.0623,149.961,4,0.749,58,sad
16043,16043,5YOlr46EwaH34hfN6r4vXR,Trap Anthem,MC Virgins,Trap Anthem,25-02-2020,0.106,0.818,133017,0.82,0,6,0.108,-5.531,0,0.175,160.005,4,0.737,68,sad
16417,16417,5NFr84NNaAHt5B4zK9Vouh,Catch Me,Damien,Catch Me,20-11-2020,0.585,0.804,138475,0.533,0,0,0.153,-8.916,0,0.38,119.884,4,0.345,51,sad
16361,16361,6ZZw6vR15Tg59f7fl9NZ4X,Militant,KILJ,Militant,28-01-2022,0.0183,0.7,106136,0.63,0,9,0.0824,-7.855,1,0.0844,186.174,4,0.317,55,sad
16583,16583,1vpSPUyWEzmX8doyYdJ2TH,Naruto Theme Song Freestyle,Khantrast,Naruto Theme Song Freestyle,10-02-2021,0.216,0.844,144308,0.891,0,2,0.163,-2.161,1,0.302,126.98,4,0.591,51,sad
16482,16482,2ujHInqP3YZ1EZF2THczet,No One Knows,Sik World,When Stars Align,06-09-2019,0.28,0.789,235022,0.656,0,9,0.179,-8.559,0,0.108,141.996,4,0.0593,53,sad
16083,16083,2egLcqqD1fz44PKq28fsKQ,I'm Only a Fool for You,Dybbukk,I'm Only a Fool for You,13-06-2018,0.0307,0.632,61175,0.322,0.535,8,0.44,-7.652,1,0.0465,70.917,4,0.367,70,sad
16852,16852,6IFhuvmtWSJrVqmW5WofFF,One Dance,SHRK,Sad Hours,29-04-2018,0.838,0.685,147750,0.422,0.222,7,0.451,-13.139,1,0.429,82.58,3,0.2,52,sad
16556,16556,0JWMH3lYtdIxNcqrU3ni3K,daffodils & empty breathes.,Kill Dyll,daffodils & empty breathes.,17-12-2021,0.327,0.693,81908,0.666,0.000165,5,0.11,-10.11,0,0.573,141.733,4,0.482,52,sad
16292,16292,3UYn4qdsgnQlbOgYiVIyYJ,Scars on My Heart,Powfu,Scars on My Heart,28-11-2018,0.931,0.652,224000,0.483,0,6,0.0959,-8.92,1,0.246,78.267,4,0.469,55,sad
16910,16910,42AuUR905ooicFhzT6hILZ,Follow Me Into Hell,iamjakehill,Follow Me Into Hell,11-04-2022,0.271,0.596,138586,0.659,2.56E-06,1,0.124,-8.768,1,0.0581,172.742,4,0.419,48,sad
16797,16797,3eZXeTzRtqFrpj5zSfw9V0,Moon,Lund,Project Of A Person,30-10-2020,0.61,0.842,180813,0.336,0.00112,5,0.11,-10.937,1,0.0878,153.989,4,0.705,49,sad
16463,16463,5VPSuEwoiGMvUvczjbjJSE,You,Connor Price,You,03-07-2020,0.097,0.767,174293,0.624,0.000605,7,0.104,-11.214,0,0.0876,90.011,4,0.0629,53,sad
16037,16037,7CHMY5TN1e8oqDnRwwJR61,Ghost,Ryan Caraveo,At Least I Tried,12-02-2018,0.303,0.75,185142,0.637,0.0042,1,0.0621,-8.473,1,0.0673,139.983,4,0.33,65,sad
16836,16836,7iTYXBv6yqU7AFcxLKjlPD,i thought i died inside,guccihighwaters,singles,16-10-2017,0.908,0.66,186480,0.383,0,6,0.106,-9.781,0,0.0359,129.959,4,0.173,51,sad
16474,16474,0Q0IG4iQycyGTSt4UEDQ1C,Coke in the Bathroom,SpaceMan Zack,Coke in the Bathroom,05-01-2019,0.0442,0.683,163417,0.483,0,0,0.139,-11.347,1,0.091,129.986,4,0.308,51,sad
16105,16105,0j2BydmlwcMqffV08hFDyI,Rip X,iamjakehill,Rip X,21-06-2018,0.415,0.67,159466,0.366,0,1,0.337,-12.021,1,0.229,63.116,4,0.649,64,sad
